SAGA,TFIID group	 Gene ID	 Common Name
no call	YJL027C	
no call	YJL028W	
TFIID-dominated	YJL029C	VPS53
TFIID-dominated	YJL030W	MAD2
TFIID-dominated	YJL031C	BET4
TFIID-dominated	YJL032W	
TFIID-dominated	YJL033W	HCA4
TFIID-dominated	YJL034W	KAR2
TFIID-dominated	YJL035C	TAD2
TFIID-dominated	YJL036W	SNX4
TFIID-dominated	YJL037W	
SAGA/TFIID	YJL038C	
TFIID-dominated	YJL039C	NUP192
TFIID-dominated	YJL041W	NSP1
TFIID-dominated	YJL042W	MHP1
TFIID-dominated	YJL043W	
TFIID-dominated	YJL044C	GYP6
TFIID-dominated	YJL045W	
TFIID-dominated	YJL046W	
TFIID-dominated	YJL047C	RTT101
TFIID-dominated	YJL048C	
TFIID-dominated	YJL049W	
TFIID-dominated	YJL050W	MTR4
TFIID-dominated	YJL051W	
SAGA-dominated	YJL052W	TDH1
TFIID-dominated	YJL053W	PEP8
TFIID-dominated	YJL054W	TIM54
TFIID-dominated	YJL055W	
TFIID-dominated	YJL056C	ZAP1
TFIID-dominated	YJL057C	IKS1
TFIID-dominated	YJL058C	BIT1
TFIID-dominated	YJL059W	YHC3
TFIID-dominated	YJL060W	BNA3
TFIID-dominated	YJL061W	NUP82
TFIID-dominated	YJL062W	LAS21
TFIID-dominated	YJL063C	MRPL8
TFIID-dominated	YJL064W	
TFIID-dominated	YJL065C	
TFIID-dominated	YJL066C	MPM1
TFIID-dominated	YJL067W	
TFIID-dominated	YJL068C	
TFIID-dominated	YJL069C	UTP18
TFIID-dominated	YJL070C	
TFIID-dominated	YJL071W	ARG2
TFIID-dominated	YJL072C	
TFIID-dominated	YJL073W	JEM1
TFIID-dominated	YJL074C	SMC3
TFIID-dominated	YJL075C	APQ13
no call	YJL076W	NET1
TFIID-dominated	YJL077C	ICS3
SAGA-dominated	YJL078C	PRY3
SAGA-dominated	YJL079C	PRY1
TFIID-dominated	YJL080C	SCP160
TFIID-dominated	YJL081C	ARP4
SAGA-dominated	YJL082W	IML2
TFIID-dominated	YJL083W	
TFIID-dominated	YJL084C	
TFIID-dominated	YJL085W	EXO70
no call	YJL086C	
TFIID-dominated	YJL087C	TRL1
SAGA-dominated	YJL088W	ARG3
TFIID-dominated	YJL089W	SIP4
TFIID-dominated	YJL090C	DPB11
TFIID-dominated	YJL091C	
TFIID-dominated	YJL092W	HPR5
TFIID-dominated	YJL093C	TOK1
TFIID-dominated	YJL094C	KHA1
TFIID-dominated	YJL095W	BCK1
TFIID-dominated	YJL096W	MRPL49
TFIID-dominated	YJL097W	
TFIID-dominated	YJL098W	SAP185
TFIID-dominated	YJL099W	CHS6
TFIID-dominated	YJL100W	LSB6
TFIID-dominated	YJL101C	GSH1
TFIID-dominated	YJL102W	MEF2
TFIID-dominated	YJL103C	
TFIID-dominated	YJL104W	MIA1
TFIID-dominated	YJL105W	SET4
TFIID-dominated	YJL106W	IME2
SAGA-dominated	YJL107C	
SAGA-dominated	YJL108C	PRM10
TFIID-dominated	YJL109C	UTP10
TFIID-dominated	YJL110C	GZF3
TFIID-dominated	YJL111W	CCT7
TFIID-dominated	YJL112W	MDV1
TFIID-dominated	YJL113W	
TFIID-dominated	YJL114W	
TFIID-dominated	YJL115W	ASF1
TFIID-dominated	YJL116C	NCA3
TFIID-dominated	YJL117W	PHO86
TFIID-dominated	YJL118W	
TFIID-dominated	YJL119C	
TFIID-dominated	YJL120W	
TFIID-dominated	YJL121C	RPE1
TFIID-dominated	YJL122W	
TFIID-dominated	YJL123C	
TFIID-dominated	YJL124C	LSM1
TFIID-dominated	YJL125C	GCD14
TFIID-dominated	YJL126W	NIT2
no call	YJL127C	SPT10
TFIID-dominated	YJL128C	PBS2
TFIID-dominated	YJL129C	TRK1
SAGA-dominated	YJL130C	URA2
TFIID-dominated	YJL131C	
TFIID-dominated	YJL132W	
TFIID-dominated	YJL133W	MRS3
TFIID-dominated	YJL134W	LCB3
no call	YJL135W	
TFIID-dominated	YJL136C	RPS21B
TFIID-dominated	YJL137C	GLG2
TFIID-dominated	YJL138C	TIF2
TFIID-dominated	YJL139C	YUR1
TFIID-dominated	YJL140W	RPB4
TFIID-dominated	YJL141C	YAK1
TFIID-dominated	YJL142C	
TFIID-dominated	YJL143W	TIM17
SAGA-dominated	YJL144W	
TFIID-dominated	YJL145W	SFH5
TFIID-dominated	YJL146W	IDS2
TFIID-dominated	YJL147C	
TFIID-dominated	YJL148W	RPA34
TFIID-dominated	YJL149W	
no call	YJL150W	
SAGA-dominated	YJL151C	SNA3
SAGA-dominated	YJL152W	
TFIID-dominated	YJL153C	INO1
TFIID-dominated	YJL154C	VPS35
TFIID-dominated	YJL155C	FBP26
TFIID-dominated	YJL156C	SSY5
SAGA-dominated	YJL157C	FAR1
SAGA/TFIID	YJL158C	CIS3
SAGA-dominated	YJL159W	HSP150
no call	YJL160C	
SAGA-dominated	YJL161W	
TFIID-dominated	YJL162C	
TFIID-dominated	YJL163C	
TFIID-dominated	YJL164C	TPK1
TFIID-dominated	YJL165C	HAL5
TFIID-dominated	YJL166W	QCR8
TFIID-dominated	YJL167W	ERG20
TFIID-dominated	YJL168C	SET2
TFIID-dominated	YJL169W	
TFIID-dominated	YJL170C	ASG7
SAGA-dominated	YJL171C	
SAGA-dominated	YJL172W	CPS1
TFIID-dominated	YJL173C	RFA3
TFIID-dominated	YJL174W	KRE9
TFIID-dominated	YJL175W	
TFIID-dominated	YJL176C	SWI3
TFIID-dominated	YJL177W	RPL17B
TFIID-dominated	YJL178C	
TFIID-dominated	YJL179W	PFD1
TFIID-dominated	YJL180C	ATP12
TFIID-dominated	YJL181W	
no call	YJL182C	
TFIID-dominated	YJL183W	MNN11
TFIID-dominated	YJL184W	
TFIID-dominated	YJL185C	
SAGA/TFIID	YJL186W	MNN5
TFIID-dominated	YJL187C	SWE1
TFIID-dominated	YJL188C	BUD19
TFIID-dominated	YJL189W	RPL39
TFIID-dominated	YJL190C	RPS22A
TFIID-dominated	YJL191W	RPS14B
TFIID-dominated	YJL192C	
TFIID-dominated	YJL193W	
TFIID-dominated	YJL194W	CDC6
no call	YJL195C	
TFIID-dominated	YJL196C	ELO1
TFIID-dominated	YJL197W	UBP12
TFIID-dominated	YJL198W	PHO90
TFIID-dominated	YJL199C	MBB1
TFIID-dominated	YJL200C	
TFIID-dominated	YJL201W	ECM25
TFIID-dominated	YJL202C	
TFIID-dominated	YJL203W	PRP21
TFIID-dominated	YJL204C	RCY1
TFIID-dominated	YJL205C-A	NCE101
TFIID-dominated	YJL206C	
TFIID-dominated	YJL207C	
TFIID-dominated	YJL208C	NUC1
TFIID-dominated	YJL209W	CBP1
TFIID-dominated	YJL210W	PEX2
TFIID-dominated	YJL211C	
TFIID-dominated	YJL212C	OPT1
TFIID-dominated	YJL213W	
TFIID-dominated	YJL214W	HXT8
no call	YJL215C	
no call	YJL216C	
TFIID-dominated	YJL217W	
TFIID-dominated	YJL218W	
TFIID-dominated	YJL219W	HXT9
no call	YJL220W	
no call	YJL221C	FSP2
TFIID-dominated	YJL222W	VTH2
SAGA/TFIID	YJL223C	PAU1
TFIID-dominated	YJL225C	
TFIID-dominated	YJR001W	
TFIID-dominated	YJR002W	MPP10
TFIID-dominated	YJR003C	
SAGA/TFIID	YJR004C	SAG1
TFIID-dominated	YJR005W	APL1
TFIID-dominated	YJR006W	HYS2
TFIID-dominated	YJR007W	SUI2
SAGA-dominated	YJR008W	
SAGA-dominated	YJR009C	TDH2
TFIID-dominated	YJR010C-A	SPC1
TFIID-dominated	YJR010W	MET3
TFIID-dominated	YJR011C	
TFIID-dominated	YJR012C	
TFIID-dominated	YJR013W	
TFIID-dominated	YJR014W	
TFIID-dominated	YJR015W	
TFIID-dominated	YJR016C	ILV3
TFIID-dominated	YJR017C	ESS1
TFIID-dominated	YJR018W	
TFIID-dominated	YJR019C	TES1
TFIID-dominated	YJR020W	
no call	YJR021C	REC107
TFIID-dominated	YJR022W	LSM8
TFIID-dominated	YJR023C	
TFIID-dominated	YJR024C	
SAGA/TFIID	YJR025C	BNA1
SAGA-dominated	YJR026W	
SAGA/TFIID	YJR027W	
SAGA-dominated	YJR028W	
SAGA-dominated	YJR029W	
TFIID-dominated	YJR030C	
TFIID-dominated	YJR031C	GEA1
TFIID-dominated	YJR032W	CPR7
TFIID-dominated	YJR033C	RAV1
TFIID-dominated	YJR034W	PET191
TFIID-dominated	YJR035W	RAD26
TFIID-dominated	YJR036C	HUL4
no call	YJR037W	
no call	YJR038C	
TFIID-dominated	YJR039W	
TFIID-dominated	YJR040W	GEF1
TFIID-dominated	YJR041C	
no call	YJR042W	NUP85
TFIID-dominated	YJR043C	POL32
TFIID-dominated	YJR044C	VPS55
TFIID-dominated	YJR045C	SSC1
TFIID-dominated	YJR046W	TAH11
TFIID-dominated	YJR047C	ANB1
TFIID-dominated	YJR048W	CYC1
TFIID-dominated	YJR049C	UTR1
TFIID-dominated	YJR050W	ISY1
TFIID-dominated	YJR051W	OSM1
TFIID-dominated	YJR052W	RAD7
TFIID-dominated	YJR053W	BFA1
TFIID-dominated	YJR054W	
TFIID-dominated	YJR055W	HIT1
TFIID-dominated	YJR056C	
TFIID-dominated	YJR057W	CDC8
TFIID-dominated	YJR058C	APS2
TFIID-dominated	YJR059W	PTK2
TFIID-dominated	YJR060W	CBF1
TFIID-dominated	YJR061W	
TFIID-dominated	YJR062C	NTA1
TFIID-dominated	YJR063W	RPA12
TFIID-dominated	YJR064W	CCT5
TFIID-dominated	YJR065C	ARP3
TFIID-dominated	YJR066W	TOR1
TFIID-dominated	YJR067C	YAE1
TFIID-dominated	YJR068W	RFC2
TFIID-dominated	YJR069C	HAM1
TFIID-dominated	YJR070C	
TFIID-dominated	YJR071W	
TFIID-dominated	YJR072C	
TFIID-dominated	YJR073C	OPI3
TFIID-dominated	YJR074W	MOG1
TFIID-dominated	YJR075W	HOC1
TFIID-dominated	YJR076C	CDC11
TFIID-dominated	YJR077C	MIR1
no call	YJR078W	BNA2
TFIID-dominated	YJR079W	
TFIID-dominated	YJR080C	
TFIID-dominated	YJR082C	EAF6
TFIID-dominated	YJR083C	ACF4
TFIID-dominated	YJR084W	CSN12
TFIID-dominated	YJR085C	
TFIID-dominated	YJR086W	STE18
TFIID-dominated	YJR087W	
TFIID-dominated	YJR088C	
TFIID-dominated	YJR089W	BIR1
TFIID-dominated	YJR090C	GRR1
TFIID-dominated	YJR091C	JSN1
TFIID-dominated	YJR092W	BUD4
TFIID-dominated	YJR093C	FIP1
TFIID-dominated	YJR094C	IME1
TFIID-dominated	YJR094W-A	RPL43B
SAGA/TFIID	YJR095W	SFC1
SAGA-dominated	YJR096W	
TFIID-dominated	YJR097W	
TFIID-dominated	YJR098C	
TFIID-dominated	YJR099W	YUH1
TFIID-dominated	YJR100C	
TFIID-dominated	YJR101W	RSM26
TFIID-dominated	YJR102C	VPS25
TFIID-dominated	YJR103W	URA8
SAGA-dominated	YJR104C	SOD1
TFIID-dominated	YJR105W	ADO1
TFIID-dominated	YJR106W	ECM27
TFIID-dominated	YJR107W	
no call	YJR108W	ABM1
SAGA-dominated	YJR109C	CPA2
TFIID-dominated	YJR110W	
TFIID-dominated	YJR111C	
TFIID-dominated	YJR112W	NNF1
TFIID-dominated	YJR113C	RSM7
TFIID-dominated	YJR114W	
SAGA-dominated	YJR115W	
TFIID-dominated	YJR116W	
TFIID-dominated	YJR117W	STE24
TFIID-dominated	YJR118C	ILM1
TFIID-dominated	YJR119C	
TFIID-dominated	YJR120W	
TFIID-dominated	YJR121W	ATP2
TFIID-dominated	YJR122W	CAF17
TFIID-dominated	YJR123W	RPS5
TFIID-dominated	YJR124C	
TFIID-dominated	YJR125C	ENT3
TFIID-dominated	YJR126C	VPS70
SAGA/TFIID	YJR127C	ZMS1
TFIID-dominated	YJR128W	
SAGA/TFIID	YJR129C	
TFIID-dominated	YJR130C	STR2
TFIID-dominated	YJR131W	MNS1
TFIID-dominated	YJR132W	NMD5
TFIID-dominated	YJR133W	XPT1
TFIID-dominated	YJR134C	SGM1
TFIID-dominated	YJR135C	MCM22
TFIID-dominated	YJR136C	
TFIID-dominated	YJR137C	ECM17
TFIID-dominated	YJR138W	IML1
TFIID-dominated	YJR139C	HOM6
TFIID-dominated	YJR140C	HIR3
TFIID-dominated	YJR141W	
TFIID-dominated	YJR142W	
SAGA/TFIID	YJR143C	PMT4
TFIID-dominated	YJR144W	MGM101
TFIID-dominated	YJR145C	RPS4A
TFIID-dominated	YJR146W	
TFIID-dominated	YJR147W	HMS2
TFIID-dominated	YJR148W	BAT2
SAGA/TFIID	YJR149W	
SAGA/TFIID	YJR150C	DAN1
TFIID-dominated	YJR151C	DAN4
SAGA-dominated	YJR152W	DAL5
SAGA/TFIID	YJR153W	PGU1
SAGA-dominated	YJR154W	
SAGA-dominated	YJR155W	AAD10
TFIID-dominated	YJR156C	THI11
TFIID-dominated	YJR157W	
SAGA/TFIID	YJR158W	HXT16
SAGA/TFIID	YJR159W	SOR1
TFIID-dominated	YJR160C	MPH3
TFIID-dominated	YJR161C	COS5
TFIID-dominated	YJR162C	
TFIID-dominated	YKL001C	MET14
TFIID-dominated	YKL002W	DID4
TFIID-dominated	YKL003C	MRP17
TFIID-dominated	YKL004W	AUR1
TFIID-dominated	YKL005C	
TFIID-dominated	YKL006C-A	SFT1
TFIID-dominated	YKL006W	RPL14A
TFIID-dominated	YKL007W	CAP1
TFIID-dominated	YKL008C	LAC1
TFIID-dominated	YKL009W	MRT4
TFIID-dominated	YKL010C	UFD4
TFIID-dominated	YKL011C	CCE1
TFIID-dominated	YKL012W	PRP40
TFIID-dominated	YKL013C	ARC19
TFIID-dominated	YKL014C	
TFIID-dominated	YKL015W	PUT3
TFIID-dominated	YKL016C	ATP7
TFIID-dominated	YKL017C	HCS1
TFIID-dominated	YKL018W	SWD2
TFIID-dominated	YKL019W	RAM2
TFIID-dominated	YKL020C	SPT23
TFIID-dominated	YKL021C	MAK11
TFIID-dominated	YKL022C	CDC16
TFIID-dominated	YKL023W	
TFIID-dominated	YKL024C	URA6
TFIID-dominated	YKL025C	PAN3
TFIID-dominated	YKL026C	GPX1
TFIID-dominated	YKL027W	
TFIID-dominated	YKL028W	TFA1
SAGA-dominated	YKL029C	MAE1
SAGA-dominated	YKL030W	
TFIID-dominated	YKL031W	
TFIID-dominated	YKL032C	IXR1
TFIID-dominated	YKL033W	
TFIID-dominated	YKL034W	TUL1
SAGA-dominated	YKL035W	UGP1
TFIID-dominated	YKL036C	
TFIID-dominated	YKL037W	
TFIID-dominated	YKL038W	RGT1
TFIID-dominated	YKL039W	PTM1
TFIID-dominated	YKL040C	NFU1
TFIID-dominated	YKL041W	VPS24
no call	YKL042W	SPC42
SAGA-dominated	YKL043W	PHD1
SAGA-dominated	YKL044W	
TFIID-dominated	YKL045W	PRI2
TFIID-dominated	YKL046C	DCW1
TFIID-dominated	YKL047W	
TFIID-dominated	YKL048C	ELM1
TFIID-dominated	YKL049C	CSE4
TFIID-dominated	YKL050C	
SAGA/TFIID	YKL051W	
TFIID-dominated	YKL052C	ASK1
TFIID-dominated	YKL053W	
TFIID-dominated	YKL054C	DEF1
TFIID-dominated	YKL055C	OAR1
TFIID-dominated	YKL056C	
TFIID-dominated	YKL057C	NUP120
TFIID-dominated	YKL058W	TOA2
TFIID-dominated	YKL059C	MPE1
SAGA-dominated	YKL060C	FBA1
TFIID-dominated	YKL061W	
SAGA/TFIID	YKL062W	MSN4
TFIID-dominated	YKL063C	
TFIID-dominated	YKL064W	MNR2
TFIID-dominated	YKL065C	YET1
TFIID-dominated	YKL066W	
TFIID-dominated	YKL067W	YNK1
TFIID-dominated	YKL068W	NUP100
TFIID-dominated	YKL069W	
TFIID-dominated	YKL070W	
SAGA/TFIID	YKL071W	
TFIID-dominated	YKL072W	STB6
TFIID-dominated	YKL073W	LHS1
TFIID-dominated	YKL074C	MUD2
TFIID-dominated	YKL075C	
TFIID-dominated	YKL076C	PSY1
TFIID-dominated	YKL077W	
TFIID-dominated	YKL078W	DHR2
TFIID-dominated	YKL079W	SMY1
TFIID-dominated	YKL080W	VMA5
TFIID-dominated	YKL081W	TEF4
TFIID-dominated	YKL082C	
no call	YKL083W	
SAGA/TFIID	YKL084W	
SAGA-dominated	YKL085W	MDH1
no call	YKL086W	
TFIID-dominated	YKL087C	CYT2
TFIID-dominated	YKL088W	
TFIID-dominated	YKL089W	MIF2
TFIID-dominated	YKL090W	CUE2
SAGA-dominated	YKL091C	
TFIID-dominated	YKL092C	BUD2
TFIID-dominated	YKL093W	MBR1
TFIID-dominated	YKL094W	YJU3
TFIID-dominated	YKL095W	YJU2
SAGA-dominated	YKL096W	CWP1
no call	YKL097C	
SAGA-dominated	YKL097W-A	
TFIID-dominated	YKL098W	
TFIID-dominated	YKL099C	UTP11
TFIID-dominated	YKL100C	
TFIID-dominated	YKL101W	HSL1
no call	YKL102C	
SAGA-dominated	YKL103C	LAP4
TFIID-dominated	YKL104C	GFA1
TFIID-dominated	YKL105C	
TFIID-dominated	YKL106W	AAT1
TFIID-dominated	YKL107W	
TFIID-dominated	YKL108W	SLD2
SAGA-dominated	YKL109W	HAP4
TFIID-dominated	YKL110C	KTI12
TFIID-dominated	YKL111C	
TFIID-dominated	YKL112W	ABF1
TFIID-dominated	YKL113C	RAD27
TFIID-dominated	YKL114C	APN1
TFIID-dominated	YKL115C	
TFIID-dominated	YKL116C	PRR1
TFIID-dominated	YKL117W	SBA1
TFIID-dominated	YKL118W	
TFIID-dominated	YKL119C	VPH2
TFIID-dominated	YKL120W	OAC1
TFIID-dominated	YKL121W	
TFIID-dominated	YKL122C	SRP21
TFIID-dominated	YKL123W	
TFIID-dominated	YKL124W	SSH4
TFIID-dominated	YKL125W	RRN3
TFIID-dominated	YKL126W	YPK1
SAGA/TFIID	YKL127W	PGM1
TFIID-dominated	YKL128C	PMU1
TFIID-dominated	YKL129C	MYO3
TFIID-dominated	YKL130C	SHE2
SAGA/TFIID	YKL131W	
SAGA/TFIID	YKL132C	
TFIID-dominated	YKL133C	
TFIID-dominated	YKL134C	OCT1
TFIID-dominated	YKL135C	APL2
TFIID-dominated	YKL136W	
TFIID-dominated	YKL137W	
TFIID-dominated	YKL138C	MRPL31
TFIID-dominated	YKL139W	CTK1
TFIID-dominated	YKL140W	TGL1
TFIID-dominated	YKL141W	SDH3
TFIID-dominated	YKL142W	MRP8
TFIID-dominated	YKL143W	LTV1
TFIID-dominated	YKL144C	RPC25
TFIID-dominated	YKL145W	RPT1
TFIID-dominated	YKL146W	
TFIID-dominated	YKL147C	
TFIID-dominated	YKL148C	SDH1
TFIID-dominated	YKL149C	DBR1
SAGA-dominated	YKL150W	MCR1
SAGA-dominated	YKL151C	
SAGA-dominated	YKL152C	GPM1
SAGA-dominated	YKL153W	
TFIID-dominated	YKL154W	SRP102
TFIID-dominated	YKL155C	RSM22
TFIID-dominated	YKL156W	RPS27A
TFIID-dominated	YKL157W	APE2
SAGA/TFIID	YKL158W	
TFIID-dominated	YKL159C	RCN1
TFIID-dominated	YKL160W	ELF1
SAGA/TFIID	YKL161C	
TFIID-dominated	YKL162C	
SAGA-dominated	YKL163W	PIR3
SAGA-dominated	YKL164C	PIR1
TFIID-dominated	YKL165C	MCD4
TFIID-dominated	YKL166C	TPK3
TFIID-dominated	YKL167C	MRP49
TFIID-dominated	YKL168C	KKQ8
TFIID-dominated	YKL169C	
TFIID-dominated	YKL170W	MRPL38
TFIID-dominated	YKL171W	
TFIID-dominated	YKL172W	EBP2
TFIID-dominated	YKL173W	SNU114
TFIID-dominated	YKL174C	
TFIID-dominated	YKL175W	ZRT3
TFIID-dominated	YKL176C	LST4
TFIID-dominated	YKL177W	
TFIID-dominated	YKL178C	STE3
TFIID-dominated	YKL179C	COY1
TFIID-dominated	YKL180W	RPL17A
TFIID-dominated	YKL181W	PRS1
SAGA/TFIID	YKL182W	FAS1
TFIID-dominated	YKL183W	LOT5
TFIID-dominated	YKL184W	SPE1
SAGA-dominated	YKL185W	ASH1
TFIID-dominated	YKL186C	MTR2
TFIID-dominated	YKL187C	
TFIID-dominated	YKL188C	PXA2
TFIID-dominated	YKL189W	HYM1
TFIID-dominated	YKL190W	CNB1
TFIID-dominated	YKL191W	DPH2
TFIID-dominated	YKL192C	ACP1
TFIID-dominated	YKL193C	SDS22
TFIID-dominated	YKL194C	MST1
TFIID-dominated	YKL195W	
TFIID-dominated	YKL196C	YKT6
TFIID-dominated	YKL197C	PEX1
TFIID-dominated	YKL198C	PTK1
no call	YKL199C	YKT9
SAGA-dominated	YKL200C	
SAGA-dominated	YKL201C	MNN4
SAGA-dominated	YKL202W	
TFIID-dominated	YKL203C	TOR2
TFIID-dominated	YKL204W	EAP1
TFIID-dominated	YKL205W	LOS1
TFIID-dominated	YKL206C	
TFIID-dominated	YKL207W	
TFIID-dominated	YKL208W	CBT1
TFIID-dominated	YKL209C	STE6
TFIID-dominated	YKL210W	UBA1
TFIID-dominated	YKL211C	TRP3
TFIID-dominated	YKL212W	SAC1
TFIID-dominated	YKL213C	DOA1
TFIID-dominated	YKL214C	YRA2
TFIID-dominated	YKL215C	
TFIID-dominated	YKL216W	URA1
TFIID-dominated	YKL217W	JEN1
SAGA-dominated	YKL218C	SRY1
TFIID-dominated	YKL219W	COS9
TFIID-dominated	YKL220C	FRE2
TFIID-dominated	YKL221W	MCH2
TFIID-dominated	YKL222C	
SAGA/TFIID	YKL223W	
TFIID-dominated	YKL224C	
no call	YKL225W	
TFIID-dominated	YKR001C	VPS1
TFIID-dominated	YKR002W	PAP1
TFIID-dominated	YKR003W	OSH6
TFIID-dominated	YKR004C	ECM9
no call	YKR005C	
TFIID-dominated	YKR006C	MRPL13
TFIID-dominated	YKR007W	
TFIID-dominated	YKR008W	RSC4
TFIID-dominated	YKR009C	FOX2
TFIID-dominated	YKR010C	TOF2
TFIID-dominated	YKR011C	
SAGA-dominated	YKR012C	
SAGA-dominated	YKR013W	PRY2
TFIID-dominated	YKR014C	YPT52
TFIID-dominated	YKR015C	
TFIID-dominated	YKR016W	
TFIID-dominated	YKR017C	
TFIID-dominated	YKR018C	
TFIID-dominated	YKR019C	IRS4
TFIID-dominated	YKR020W	VPS67
TFIID-dominated	YKR021W	
TFIID-dominated	YKR022C	
TFIID-dominated	YKR023W	
TFIID-dominated	YKR024C	DBP7
TFIID-dominated	YKR025W	RPC37
TFIID-dominated	YKR026C	GCN3
TFIID-dominated	YKR027W	
TFIID-dominated	YKR028W	SAP190
TFIID-dominated	YKR029C	SET3
TFIID-dominated	YKR030W	MSG1
TFIID-dominated	YKR031C	SPO14
TFIID-dominated	YKR032W	
no call	YKR033C	
no call	YKR034W	DAL80
TFIID-dominated	YKR035C	
TFIID-dominated	YKR036C	CAF4
TFIID-dominated	YKR037C	SPC34
TFIID-dominated	YKR038C	KAE1
TFIID-dominated	YKR039W	GAP1
TFIID-dominated	YKR040C	
TFIID-dominated	YKR041W	
TFIID-dominated	YKR042W	UTH1
TFIID-dominated	YKR043C	
TFIID-dominated	YKR044W	UIP5
TFIID-dominated	YKR045C	
TFIID-dominated	YKR046C	PET10
TFIID-dominated	YKR047W	
TFIID-dominated	YKR048C	NAP1
TFIID-dominated	YKR049C	
TFIID-dominated	YKR050W	TRK2
TFIID-dominated	YKR051W	
TFIID-dominated	YKR052C	MRS4
TFIID-dominated	YKR053C	YSR3
TFIID-dominated	YKR054C	DYN1
TFIID-dominated	YKR055W	RHO4
TFIID-dominated	YKR056W	TRM2
TFIID-dominated	YKR057W	RPS21A
SAGA-dominated	YKR058W	GLG1
TFIID-dominated	YKR059W	TIF1
TFIID-dominated	YKR060W	UTP30
SAGA-dominated	YKR061W	KTR2
TFIID-dominated	YKR062W	TFA2
TFIID-dominated	YKR063C	LAS1
TFIID-dominated	YKR064W	
TFIID-dominated	YKR065C	
TFIID-dominated	YKR066C	CCP1
SAGA-dominated	YKR067W	GPT2
TFIID-dominated	YKR068C	BET3
TFIID-dominated	YKR069W	MET1
TFIID-dominated	YKR070W	
TFIID-dominated	YKR071C	DRE2
SAGA-dominated	YKR072C	SIS2
no call	YKR073C	
TFIID-dominated	YKR074W	
SAGA-dominated	YKR075C	
SAGA-dominated	YKR076W	ECM4
SAGA-dominated	YKR077W	
TFIID-dominated	YKR078W	
TFIID-dominated	YKR079C	
SAGA-dominated	YKR080W	MTD1
TFIID-dominated	YKR081C	RPF2
TFIID-dominated	YKR082W	NUP133
TFIID-dominated	YKR083C	DAD2
TFIID-dominated	YKR084C	HBS1
TFIID-dominated	YKR085C	MRPL20
TFIID-dominated	YKR086W	PRP16
TFIID-dominated	YKR087C	
TFIID-dominated	YKR088C	
TFIID-dominated	YKR089C	
TFIID-dominated	YKR090W	PXL1
SAGA-dominated	YKR091W	SRL3
TFIID-dominated	YKR092C	SRP40
SAGA-dominated	YKR093W	PTR2
TFIID-dominated	YKR094C	RPL40B
TFIID-dominated	YKR095W	MLP1
TFIID-dominated	YKR096W	
TFIID-dominated	YKR097W	PCK1
TFIID-dominated	YKR098C	UBP11
TFIID-dominated	YKR099W	BAS1
TFIID-dominated	YKR100C	
TFIID-dominated	YKR101W	SIR1
no call	YKR102W	FLO10
no call	YKR103W	
no call	YKR104W	
TFIID-dominated	YKR105C	
TFIID-dominated	YKR106W	
TFIID-dominated	YLL001W	DNM1
TFIID-dominated	YLL002W	RTT109
TFIID-dominated	YLL003W	SFI1
TFIID-dominated	YLL004W	ORC3
TFIID-dominated	YLL005C	SPO75
TFIID-dominated	YLL006W	MMM1
TFIID-dominated	YLL007C	
TFIID-dominated	YLL008W	DRS1
TFIID-dominated	YLL009C	COX17
TFIID-dominated	YLL010C	PSR1
TFIID-dominated	YLL011W	SOF1
SAGA-dominated	YLL012W	
TFIID-dominated	YLL013C	PUF3
TFIID-dominated	YLL014W	
TFIID-dominated	YLL015W	BPT1
TFIID-dominated	YLL016W	SDC25
TFIID-dominated	YLL017W	SDC25
TFIID-dominated	YLL018C	DPS1
SAGA-dominated	YLL019C	KNS1
SAGA-dominated	YLL020C	
TFIID-dominated	YLL021W	SPA2
TFIID-dominated	YLL022C	HIF1
TFIID-dominated	YLL023C	
TFIID-dominated	YLL024C	SSA2
TFIID-dominated	YLL025W	
no call	YLL026W	HSP104
SAGA-dominated	YLL027W	ISA1
SAGA-dominated	YLL028W	TPO1
TFIID-dominated	YLL029W	
no call	YLL030C	
TFIID-dominated	YLL031C	GPI13
TFIID-dominated	YLL032C	
TFIID-dominated	YLL033W	
TFIID-dominated	YLL034C	
TFIID-dominated	YLL035W	GRC3
TFIID-dominated	YLL036C	PRP19
TFIID-dominated	YLL037W	
TFIID-dominated	YLL038C	ENT4
no call	YLL039C	UBI4
TFIID-dominated	YLL040C	VPS13
TFIID-dominated	YLL041C	SDH2
TFIID-dominated	YLL042C	APG10
TFIID-dominated	YLL043W	FPS1
TFIID-dominated	YLL044W	
TFIID-dominated	YLL045C	RPL8B
no call	YLL046C	RNP1
TFIID-dominated	YLL047W	
TFIID-dominated	YLL048C	YBT1
TFIID-dominated	YLL049W	
TFIID-dominated	YLL050C	COF1
TFIID-dominated	YLL051C	FRE6
SAGA-dominated	YLL052C	AQY2
SAGA-dominated	YLL053C	
TFIID-dominated	YLL054C	
SAGA-dominated	YLL055W	
TFIID-dominated	YLL056C	
SAGA/TFIID	YLL057C	
TFIID-dominated	YLL058W	
TFIID-dominated	YLL059C	
TFIID-dominated	YLL060C	GTT2
TFIID-dominated	YLL061W	MMP1
TFIID-dominated	YLL062C	MHT1
TFIID-dominated	YLL063C	AYT1
SAGA/TFIID	YLL064C	
no call	YLL065W	
TFIID-dominated	YLL066C	
TFIID-dominated	YLL067C	
TFIID-dominated	YLR001C	
