	DMSO.REP1	DMSO.REP2	DMSO.REP3	RA.REP1	RA.REP2	RA.REP3
ENSMUSG00000042772	5429	5433	4531	6891	1647	5565
ENSMUSG00000042751	765	624	640	709	136	533
ENSMUSG00000026479	1545	1406	1303	1466	300	961
ENSMUSG00000026478	30816	29030	24427	27163	6522	20360
ENSMUSG00000042708	91	134	80	106	54	203
ENSMUSG00000042699	9558	9871	7042	10370	3521	10577
ENSMUSG00000042684	199	158	166	180	43	134
ENSMUSG00000026473	1165	1020	911	1611	314	851
ENSMUSG00000056708	108	59	103	86	19	38
ENSMUSG00000026470	557	555	426	571	128	480
ENSMUSG00000033722	119	107	70	187	40	158
ENSMUSG00000026469	893	838	692	1442	366	1214
ENSMUSG00000033701	502	498	477	406	137	386
ENSMUSG00000026468	6	5	6	7	4	25
ENSMUSG00000033684	199	174	157	211	34	182
ENSMUSG00000033671	2022	2017	1643	2234	623	1890
ENSMUSG00000026466	377	356	309	303	74	238
ENSMUSG00000050565	3301	2971	2800	2200	578	1544
ENSMUSG00000060985	20	20	14	12	4	17
ENSMUSG00000078193	953	859	901	678	105	357
ENSMUSG00000026600	408	390	328	514	112	307
ENSMUSG00000101523	1561	1278	1290	1179	281	650
ENSMUSG00000026596	2136	2148	1838	2237	547	1986
ENSMUSG00000060519	196	171	159	461	106	373
ENSMUSG00000033557	792	724	692	703	158	500
ENSMUSG00000026594	1033	852	845	884	251	673
ENSMUSG00000033544	47	51	30	36	18	74
ENSMUSG00000070565	969	1017	717	1056	286	885
ENSMUSG00000033488	77	63	56	61	13	50
ENSMUSG00000004031	0	5	7	15	6	15
ENSMUSG00000040782	797	918	677	1011	356	1086
ENSMUSG00000058267	1022	933	851	941	171	514
ENSMUSG00000014226	4919	4374	4190	3918	1257	2054
ENSMUSG00000026721	562	620	504	542	154	445
ENSMUSG00000040423	2064	2006	1541	1986	531	1771
ENSMUSG00000026715	34	40	15	52	11	56
ENSMUSG00000043467	1274	1292	967	1348	375	1173
ENSMUSG00000026709	1119	974	905	917	222	576
ENSMUSG00000026708	318	293	220	245	90	207
ENSMUSG00000026705	791	735	668	754	157	528
ENSMUSG00000044835	692	680	571	489	126	302
ENSMUSG00000026701	5523	4710	4706	5604	1007	3303
ENSMUSG00000040297	2535	2192	1944	2752	884	1868
ENSMUSG00000026698	178	140	160	172	55	89
ENSMUSG00000040265	4	5	2	12	6	11
ENSMUSG00000026694	425	431	374	514	87	378
ENSMUSG00000026696	283	233	211	240	75	149
ENSMUSG00000040225	10441	10796	7333	9386	3089	9603
ENSMUSG00000040124	239	225	242	251	86	144
ENSMUSG00000026585	1310	1135	1020	1079	323	799
ENSMUSG00000026584	684	658	596	763	181	583
ENSMUSG00000041406	1937	1617	1577	2121	526	1314
ENSMUSG00000041396	252	203	241	270	59	133
ENSMUSG00000026579	2	3	3	42	9	40
ENSMUSG00000040918	1403	1302	1243	1661	379	1052
ENSMUSG00000026578	67	67	55	55	17	45
ENSMUSG00000026577	604	492	475	523	124	303
ENSMUSG00000026575	703	640	600	585	166	415
ENSMUSG00000026576	2017	1787	1647	1134	368	1059
ENSMUSG00000040848	237	179	179	385	88	280
ENSMUSG00000040843	548	503	506	575	154	344
ENSMUSG00000040836	138	109	74	111	30	83
ENSMUSG00000026571	474	501	390	524	139	448
ENSMUSG00000026568	293	210	223	229	69	137
ENSMUSG00000026567	31	51	32	40	17	72
ENSMUSG00000026566	885	754	600	742	288	802
ENSMUSG00000040723	11	16	16	60	8	46
ENSMUSG00000040713	340	258	274	256	82	144
ENSMUSG00000005763	30	39	27	41	22	64
ENSMUSG00000026565	3248	3408	2536	3913	1028	3311
ENSMUSG00000026564	2253	2055	1744	2065	409	1506
ENSMUSG00000000544	1669	1445	1313	1662	367	1159
ENSMUSG00000040629	35	30	23	49	15	26
ENSMUSG00000026563	62	50	51	36	4	36
ENSMUSG00000040596	22	17	20	24	8	24
ENSMUSG00000026558	7026	6271	5754	3534	785	2343
ENSMUSG00000052428	943	939	864	1006	319	600
ENSMUSG00000026687	785	695	657	553	126	386
ENSMUSG00000026688	157	121	119	152	27	84
ENSMUSG00000026686	15	18	12	24	2	15
ENSMUSG00000052534	148	162	133	240	84	345
ENSMUSG00000026683	925	809	761	847	237	584
ENSMUSG00000070532	13	17	19	3	0	0
ENSMUSG00000026675	254	253	213	312	78	156
ENSMUSG00000026674	1886	1944	1462	1378	357	1142
ENSMUSG00000026670	642	583	510	523	137	361
ENSMUSG00000026667	1840	1625	1509	1619	419	1168
ENSMUSG00000038463	6	4	10	33	4	32
ENSMUSG00000026663	2137	2018	1787	3069	741	2249
ENSMUSG00000026659	1005	870	824	1095	268	636
ENSMUSG00000096968	10	5	6	10	6	12
ENSMUSG00000026656	35	48	32	53	8	48
ENSMUSG00000059498	44	27	33	13	4	8
ENSMUSG00000026649	24	22	21	32	4	18
ENSMUSG00000058076	1446	1204	1297	1069	170	583
ENSMUSG00000005674	103	106	99	115	19	53
ENSMUSG00000005681	79	78	57	89	19	45
ENSMUSG00000013593	4041	3612	3469	3386	697	1960
ENSMUSG00000006403	70	62	78	69	11	47
ENSMUSG00000052423	482	442	395	449	93	285
ENSMUSG00000062729	782	631	549	754	149	474
ENSMUSG00000053483	896	823	737	747	147	544
ENSMUSG00000062963	1258	1008	1053	859	187	470
ENSMUSG00000013973	172	168	135	296	47	238
ENSMUSG00000013997	547	469	461	490	120	338
ENSMUSG00000006412	331	289	208	314	89	250
ENSMUSG00000045259	19	16	11	13	5	17
ENSMUSG00000006411	17	22	14	27	2	15
ENSMUSG00000048865	462	387	347	486	90	275
ENSMUSG00000026641	941	793	766	733	136	488
ENSMUSG00000103711	41	33	37	53	11	28
ENSMUSG00000038235	873	815	708	632	123	489
ENSMUSG00000060244	52	36	46	37	8	33
ENSMUSG00000038147	28	23	18	26	14	24
ENSMUSG00000015314	54	30	23	36	5	27
ENSMUSG00000026556	701	613	547	526	151	536
ENSMUSG00000003458	1774	1603	1408	1626	343	1159
ENSMUSG00000026553	5556	5129	4677	4633	951	2873
ENSMUSG00000003464	1535	1369	1366	1452	237	890
ENSMUSG00000026554	2659	2458	2112	2562	590	2034
ENSMUSG00000013698	191	207	137	240	64	309
ENSMUSG00000007122	22	24	9	63	12	44
ENSMUSG00000007107	4	3	2	69	15	31
ENSMUSG00000038034	537	462	464	670	162	452
ENSMUSG00000007097	42	33	18	57	13	40
ENSMUSG00000044708	34	25	23	33	8	25
ENSMUSG00000050229	1588	1378	1310	1708	399	1018
ENSMUSG00000026548	56	57	52	152	35	88
ENSMUSG00000037995	165	144	134	360	64	301
ENSMUSG00000026547	1062	849	853	1208	257	699
ENSMUSG00000026546	39	52	41	28	6	18
ENSMUSG00000037860	656	605	566	528	123	353
ENSMUSG00000026532	113	117	95	214	43	123
ENSMUSG00000028354	559	602	473	554	165	751
ENSMUSG00000026526	1727	1530	1492	1422	309	835
ENSMUSG00000026525	33	20	26	14	2	19
ENSMUSG00000078185	710	579	528	546	143	338
ENSMUSG00000026523	44	57	50	48	15	52
ENSMUSG00000039748	2707	2578	2213	2409	588	1645
ENSMUSG00000055214	6	7	2	17	4	12
ENSMUSG00000078184	429	400	336	364	118	203
ENSMUSG00000057335	1185	1152	930	1198	364	864
ENSMUSG00000026504	180	152	153	183	59	156
ENSMUSG00000019699	361	386	280	377	121	316
ENSMUSG00000063659	537	540	430	548	136	302
ENSMUSG00000015962	11	20	15	26	10	21
ENSMUSG00000015961	4833	4385	4384	4346	1222	2594
ENSMUSG00000026502	856	764	730	884	213	634
ENSMUSG00000026500	935	832	679	1014	291	575
ENSMUSG00000100725	321	338	245	399	128	256
ENSMUSG00000039630	6268	5998	4916	7036	2404	5085
ENSMUSG00000026495	23	31	27	52	16	39
ENSMUSG00000026494	18	27	25	40	14	37
ENSMUSG00000055067	937	1016	766	1104	238	1074
ENSMUSG00000026492	109	140	100	130	42	103
ENSMUSG00000038949	525	514	483	569	137	455
ENSMUSG00000038936	828	703	695	670	170	352
ENSMUSG00000087236	5	4	5	16	4	11
ENSMUSG00000026491	8729	8038	7295	8516	2369	5749
ENSMUSG00000026490	1783	1773	1411	1651	484	1376
ENSMUSG00000026489	132	116	112	136	37	132
ENSMUSG00000010609	204	184	192	199	34	145
ENSMUSG00000038855	121	99	86	55	13	50
ENSMUSG00000026496	16928	15060	14284	14520	3258	9144
ENSMUSG00000058729	757	698	649	777	256	525
ENSMUSG00000026497	30	17	19	20	3	25
ENSMUSG00000026499	749	686	553	579	186	489
ENSMUSG00000060743	441	382	417	405	91	259
ENSMUSG00000038806	1511	1461	1175	995	238	768
ENSMUSG00000066652	5733	5093	5124	2045	537	1094
ENSMUSG00000026520	1581	1458	1494	1019	184	635
ENSMUSG00000038793	1665	1537	1453	848	161	458
ENSMUSG00000026519	271	257	232	242	48	197
ENSMUSG00000038776	380	304	291	211	39	131
ENSMUSG00000026516	3615	3351	2952	3446	886	2571
ENSMUSG00000062169	630	556	510	508	122	365
ENSMUSG00000038733	1872	1766	1512	1750	595	1701
ENSMUSG00000004880	6496	5777	5722	7704	1880	4399
ENSMUSG00000022995	8901	9415	7527	9170	2659	8147
ENSMUSG00000026511	600	532	531	567	130	323
ENSMUSG00000038633	3771	3418	3315	3023	738	1735
ENSMUSG00000047539	1220	1053	1027	1106	266	701
ENSMUSG00000026510	500	460	390	466	123	335
ENSMUSG00000026509	117	109	104	164	54	117
ENSMUSG00000038576	85	45	54	131	61	134
ENSMUSG00000079164	4	5	3	15	9	20
ENSMUSG00000030768	225	195	181	206	47	154
ENSMUSG00000046836	721	634	635	661	172	414
ENSMUSG00000042901	431	414	362	351	91	286
ENSMUSG00000056050	2136	1890	1709	2042	510	1348
ENSMUSG00000072258	434	423	343	423	77	283
ENSMUSG00000039384	112	100	75	48	6	31
ENSMUSG00000073481	1923	1597	1486	746	207	470
ENSMUSG00000039349	385	280	281	118	20	76
ENSMUSG00000026620	207	177	169	141	33	101
ENSMUSG00000039318	1100	1014	906	1184	294	939
ENSMUSG00000026618	2684	2297	2269	2047	492	1341
ENSMUSG00000026617	1210	1008	979	593	124	326
ENSMUSG00000026615	16111	15321	13380	13822	3661	9302
ENSMUSG00000026614	39	39	28	23	7	12
ENSMUSG00000039246	168	170	144	116	24	104
ENSMUSG00000039239	50	67	43	47	22	83
ENSMUSG00000001305	1509	1371	1278	1424	354	981
ENSMUSG00000039224	321	291	217	502	181	467
ENSMUSG00000039210	975	942	786	1798	487	1320
ENSMUSG00000026608	1117	1001	913	971	223	740
ENSMUSG00000026605	7513	7240	6028	7718	2496	5903
ENSMUSG00000026604	743	670	599	985	290	912
ENSMUSG00000026603	981	828	803	1309	315	877
ENSMUSG00000089872	640	626	531	741	166	648
ENSMUSG00000026634	774	750	680	676	203	449
ENSMUSG00000037568	30	32	27	37	10	34
ENSMUSG00000066595	432	400	355	366	72	286
ENSMUSG00000026632	149	124	111	122	30	94
ENSMUSG00000062510	924	786	741	725	130	503
ENSMUSG00000026628	264	212	254	171	37	128
ENSMUSG00000037499	63	59	42	69	9	31
ENSMUSG00000026627	139	129	124	220	54	156
ENSMUSG00000026626	890	809	834	1281	355	920
ENSMUSG00000037474	3328	3179	2528	3075	851	2592
ENSMUSG00000037461	2603	2451	2275	2524	544	1860
ENSMUSG00000026623	1266	1137	928	1114	305	857
ENSMUSG00000026622	2165	1870	1728	2228	535	1499
ENSMUSG00000037434	960	886	780	730	183	503
ENSMUSG00000026637	11	12	6	10	5	14
ENSMUSG00000037395	377	341	264	326	122	280
ENSMUSG00000058248	21	27	17	23	7	25
ENSMUSG00000037375	79	69	62	50	15	55
ENSMUSG00000016262	11	13	13	17	10	14
ENSMUSG00000016200	551	612	432	562	132	487
ENSMUSG00000016181	489	506	370	534	144	506
ENSMUSG00000026638	191	149	159	186	42	109
ENSMUSG00000079144	185	194	184	184	31	97
ENSMUSG00000026639	17	19	19	25	5	23
ENSMUSG00000009633	28	25	29	71	16	46
ENSMUSG00000026640	196	189	167	163	52	163
ENSMUSG00000016494	45	38	38	39	7	30
ENSMUSG00000016493	20	17	26	31	13	30
ENSMUSG00000016481	696	622	622	683	155	397
ENSMUSG00000040624	1161	1124	962	812	224	745
ENSMUSG00000040675	3804	3508	3005	2883	650	2327
ENSMUSG00000038587	31530	29133	24452	26391	6209	18258
ENSMUSG00000075327	324	308	292	378	94	294
ENSMUSG00000019763	519	437	373	468	108	399
ENSMUSG00000061759	979	901	791	828	177	545
ENSMUSG00000019767	66	69	53	25	7	41
ENSMUSG00000096054	150	147	110	125	28	96
ENSMUSG00000019773	1900	1654	1648	1427	380	748
ENSMUSG00000019774	333	296	279	293	87	222
ENSMUSG00000015202	355	331	284	239	68	269
ENSMUSG00000079685	116	103	80	115	24	91
ENSMUSG00000019796	1279	1069	1122	1112	298	717
ENSMUSG00000019795	1323	1186	1087	1091	251	761
ENSMUSG00000040034	1795	1553	1597	1600	377	892
ENSMUSG00000040021	888	847	688	781	216	678
ENSMUSG00000019794	926	850	768	809	198	494
ENSMUSG00000040006	353	322	329	359	104	249
ENSMUSG00000015757	1398	1241	1119	1263	375	781
ENSMUSG00000015755	1252	1358	1155	1409	470	1252
ENSMUSG00000047712	57	61	47	55	14	49
ENSMUSG00000015305	1205	1171	986	608	155	600
ENSMUSG00000019790	287	257	206	341	107	297
ENSMUSG00000090112	2351	2203	1805	2521	641	1784
ENSMUSG00000047648	1852	1829	1477	1649	520	1279
ENSMUSG00000055493	94	67	55	86	16	31
ENSMUSG00000045455	270	246	269	206	60	131
ENSMUSG00000019820	5303	5496	4273	5322	1466	4870
ENSMUSG00000078348	1445	1185	1302	1189	246	684
ENSMUSG00000019817	4646	4570	3782	2418	698	2340
ENSMUSG00000019814	1878	1601	1440	1533	422	837
ENSMUSG00000062866	248	243	163	178	43	134
ENSMUSG00000019810	266	264	209	121	32	71
ENSMUSG00000019809	673	652	589	458	126	267
ENSMUSG00000019808	599	584	578	362	89	235
ENSMUSG00000019806	182	207	182	179	44	182
ENSMUSG00000015501	166	157	117	173	43	170
ENSMUSG00000039116	615	686	583	461	100	320
ENSMUSG00000019868	795	756	720	637	111	327
ENSMUSG00000039910	554	502	470	485	111	348
ENSMUSG00000039891	409	417	371	312	69	242
ENSMUSG00000039879	442	372	357	514	130	348
ENSMUSG00000078453	184	166	164	138	45	63
ENSMUSG00000019854	1113	1054	983	1148	274	924
ENSMUSG00000059554	89	81	74	125	22	88
ENSMUSG00000039835	585	620	448	929	300	1160
ENSMUSG00000019853	33	25	24	45	9	21
ENSMUSG00000019852	205	183	169	331	73	291
ENSMUSG00000019851	145	125	124	203	54	129
ENSMUSG00000019850	35	23	28	24	7	26
ENSMUSG00000045591	7	8	11	24	6	10
ENSMUSG00000020009	90	93	77	283	49	146
ENSMUSG00000050473	6	8	3	26	6	16
ENSMUSG00000020003	656	601	583	487	125	325
ENSMUSG00000071369	672	719	535	776	148	664
ENSMUSG00000019996	1669	1480	1284	1913	502	1430
ENSMUSG00000069713	21	11	11	15	8	11
ENSMUSG00000037608	10272	9342	8320	11363	3140	6716
ENSMUSG00000019992	203	172	146	161	57	157
ENSMUSG00000019986	148	137	124	196	66	128
ENSMUSG00000019982	94	68	85	35	9	26
ENSMUSG00000019977	1587	1509	1444	1427	306	881
ENSMUSG00000019970	7363	6518	6839	3210	807	1862
ENSMUSG00000069712	25	31	27	31	8	22
ENSMUSG00000097327	46	34	26	46	3	28
ENSMUSG00000053219	54	47	51	88	25	49
ENSMUSG00000075297	14	14	10	39	12	28
ENSMUSG00000078452	24	19	22	59	16	42
ENSMUSG00000037490	16	23	17	17	8	26
ENSMUSG00000071359	383	392	387	379	100	214
ENSMUSG00000061983	623	592	635	805	166	472
ENSMUSG00000037455	324	319	240	231	32	179
ENSMUSG00000037440	74	69	70	51	11	20
ENSMUSG00000019998	401	406	330	333	111	199
ENSMUSG00000019997	1121	982	926	1165	332	959
ENSMUSG00000037370	11	11	9	25	8	21
ENSMUSG00000019989	307	291	202	1762	515	1286
ENSMUSG00000019984	1756	1746	1573	2118	495	1446
ENSMUSG00000019987	18	23	15	32	16	34
ENSMUSG00000039166	351	342	311	402	105	285
ENSMUSG00000019978	3059	2790	2503	2745	720	2187
ENSMUSG00000039089	298	276	276	398	84	332
ENSMUSG00000039031	42	34	27	75	16	40
ENSMUSG00000019889	2579	2455	2024	3546	836	2282
ENSMUSG00000049109	1	5	2	31	10	23
ENSMUSG00000038916	79	58	60	888	243	832
ENSMUSG00000004360	20	18	9	330	67	288
ENSMUSG00000019883	42	41	37	35	11	21
ENSMUSG00000038876	430	399	343	385	101	250
ENSMUSG00000075266	381	306	327	393	116	198
ENSMUSG00000019792	604	600	554	710	213	501
ENSMUSG00000019791	147	133	139	127	38	91
ENSMUSG00000039697	607	549	480	856	258	745
ENSMUSG00000039684	1667	1278	1230	1204	241	625
ENSMUSG00000000295	666	516	539	561	140	324
ENSMUSG00000000296	483	421	436	247	74	140
ENSMUSG00000063760	145	115	100	165	83	144
ENSMUSG00000019785	55	59	55	43	17	35
ENSMUSG00000039552	26	43	26	57	16	44
ENSMUSG00000039531	391	362	283	427	112	321
ENSMUSG00000019782	261	194	220	181	47	98
ENSMUSG00000049872	115	116	103	76	14	30
ENSMUSG00000046031	27	14	12	14	9	10
ENSMUSG00000039497	4190	3650	3494	4633	1156	2700
ENSMUSG00000047514	837	698	713	679	161	402
ENSMUSG00000039480	265	272	195	211	77	144
ENSMUSG00000039485	268	286	206	328	64	199
ENSMUSG00000039462	54	63	25	56	12	96
ENSMUSG00000019779	50	42	40	30	9	20
ENSMUSG00000063953	52	33	59	39	7	25
ENSMUSG00000044499	15	14	7	14	9	11
ENSMUSG00000019777	4930	4461	4362	3360	1043	1897
ENSMUSG00000069662	853	703	719	1446	433	869
ENSMUSG00000019846	126	130	130	126	19	75
ENSMUSG00000051736	48	34	31	43	6	22
ENSMUSG00000019845	338	298	269	319	72	233
ENSMUSG00000062074	28	20	19	32	8	40
ENSMUSG00000019843	323	323	264	456	124	317
ENSMUSG00000019842	435	417	370	459	109	461
ENSMUSG00000019841	5558	5412	4376	5817	1682	4426
ENSMUSG00000096687	94	96	94	92	27	54
ENSMUSG00000019838	26	26	45	33	16	36
ENSMUSG00000038510	840	768	736	785	214	433
ENSMUSG00000019837	575	556	560	505	127	296
ENSMUSG00000075232	621	506	475	537	148	299
ENSMUSG00000038481	986	936	794	939	257	768
ENSMUSG00000038446	898	761	684	688	193	477
ENSMUSG00000019831	149	166	126	158	54	234
ENSMUSG00000038417	3888	3374	3261	3438	893	2250
ENSMUSG00000091415	62	62	45	116	36	96
ENSMUSG00000019826	507	443	443	573	137	317
ENSMUSG00000019823	858	674	681	732	161	521
ENSMUSG00000019822	608	512	530	746	147	416
ENSMUSG00000078451	18	11	15	24	5	9
ENSMUSG00000019818	4907	4481	4075	5026	1591	3434
ENSMUSG00000075225	30	31	40	43	7	42
ENSMUSG00000100181	13	5	6	25	11	33
ENSMUSG00000100855	21	13	10	49	15	56
ENSMUSG00000019813	1404	1324	1177	1564	421	1237
ENSMUSG00000038332	957	829	784	1357	362	1008
ENSMUSG00000071324	20	17	12	38	10	29
ENSMUSG00000048756	2888	2549	2450	3669	1004	3205
ENSMUSG00000038302	387	379	340	326	74	282
ENSMUSG00000019804	1835	1629	1638	1322	357	763
ENSMUSG00000038280	1241	1121	1032	753	195	480
ENSMUSG00000019802	842	927	746	970	335	934
ENSMUSG00000038248	64	63	58	53	20	68
ENSMUSG00000038240	485	425	315	408	101	425
ENSMUSG00000038214	843	784	685	821	180	743
ENSMUSG00000045886	145	129	159	127	39	63
ENSMUSG00000019797	383	348	309	372	84	211
ENSMUSG00000047139	650	650	661	263	64	161
ENSMUSG00000019863	404	422	387	430	89	264
ENSMUSG00000019864	329	323	236	293	67	242
ENSMUSG00000019866	44	38	46	64	26	78
ENSMUSG00000038160	751	736	660	684	200	455
ENSMUSG00000038151	513	449	373	255	68	159
ENSMUSG00000019849	2912	2559	2415	1416	343	953
ENSMUSG00000019848	25	17	19	17	1	7
ENSMUSG00000063804	237	215	190	377	88	238
ENSMUSG00000038822	561	568	474	586	176	473
ENSMUSG00000038774	2556	2334	2162	2570	754	1723
ENSMUSG00000019891	1367	1234	1030	1333	340	1096
ENSMUSG00000019861	524	469	412	424	146	312
ENSMUSG00000023068	1285	1112	987	1067	296	824
ENSMUSG00000038602	67	92	29	106	28	118
ENSMUSG00000038594	181	130	102	180	59	194
ENSMUSG00000038583	28	19	23	39	12	36
ENSMUSG00000058298	550	546	423	607	116	457
ENSMUSG00000019857	823	731	704	784	244	502
ENSMUSG00000019856	64	42	42	77	22	64
ENSMUSG00000003746	86	76	75	146	44	87
ENSMUSG00000038122	211	195	176	260	73	209
ENSMUSG00000047669	24	26	33	33	7	30
ENSMUSG00000050953	1883	1841	1549	3568	1156	2521
ENSMUSG00000019878	1006	847	796	720	220	490
ENSMUSG00000019877	1758	1661	1403	1913	493	1101
ENSMUSG00000038039	1462	1355	1192	1231	371	877
ENSMUSG00000019920	1740	1626	1505	1700	503	946
ENSMUSG00000003226	14403	13180	12482	15189	4428	8893
ENSMUSG00000038010	190	165	164	165	25	142
ENSMUSG00000037990	16	16	11	19	3	17
ENSMUSG00000019917	649	517	537	515	160	300
ENSMUSG00000098188	199	169	163	184	41	116
ENSMUSG00000019916	1015	726	671	830	179	533
ENSMUSG00000069622	50	48	50	43	8	24
ENSMUSG00000009647	330	349	302	243	92	292
ENSMUSG00000020111	473	421	362	409	109	391
ENSMUSG00000020109	1027	908	854	982	208	639
ENSMUSG00000020108	872	625	669	422	86	284
ENSMUSG00000020107	558	493	439	459	88	304
ENSMUSG00000044475	532	488	488	422	95	305
ENSMUSG00000058297	99	95	70	270	48	160
ENSMUSG00000057337	672	592	517	448	78	342
ENSMUSG00000004207	7064	6474	5595	6857	1244	4512
ENSMUSG00000012819	43	31	18	74	25	96
ENSMUSG00000020101	11	9	6	34	7	18
ENSMUSG00000020100	478	407	353	425	123	477
ENSMUSG00000020099	1049	1064	977	849	196	677
ENSMUSG00000020098	33	24	29	32	5	50
ENSMUSG00000020097	3795	3369	3042	4220	1067	2984
ENSMUSG00000059901	180	136	134	358	91	392
ENSMUSG00000020092	2852	2602	2493	2308	488	1693
ENSMUSG00000037171	2859	2531	2483	2891	609	1803
ENSMUSG00000020091	563	573	454	437	182	646
ENSMUSG00000037151	95	74	87	80	18	49
ENSMUSG00000020089	3352	3004	3026	3084	732	1566
ENSMUSG00000020088	2178	1895	1895	1942	407	1115
ENSMUSG00000020087	440	372	385	426	96	325
ENSMUSG00000020085	291	238	248	307	73	242
ENSMUSG00000020086	389	326	293	233	61	187
ENSMUSG00000058806	224	229	181	468	148	560
ENSMUSG00000046687	1566	1357	1301	952	180	578
ENSMUSG00000020083	70	64	41	63	10	31
ENSMUSG00000037031	168	129	120	106	19	84
ENSMUSG00000037012	1919	1570	1369	745	180	570
ENSMUSG00000020079	1497	1292	1262	1469	333	809
ENSMUSG00000097129	49	54	34	28	7	31
ENSMUSG00000020078	2298	2240	2102	1257	298	774
ENSMUSG00000020077	102	93	69	143	46	96
ENSMUSG00000036955	619	480	479	488	120	296
ENSMUSG00000020075	8691	7481	7077	7586	1836	5286
ENSMUSG00000020076	965	872	805	776	262	523
ENSMUSG00000036923	19	18	13	24	2	14
ENSMUSG00000020074	3800	3494	3060	3474	1032	2292
ENSMUSG00000047146	16203	17465	12496	19642	6277	21035
ENSMUSG00000071253	357	322	339	366	94	197
ENSMUSG00000036875	1500	1208	1231	988	245	696
ENSMUSG00000020070	1139	1047	914	1008	269	787
ENSMUSG00000020069	776	775	547	854	214	604
ENSMUSG00000020072	30	23	29	17	5	14
ENSMUSG00000020067	464	439	340	512	125	468
ENSMUSG00000020064	4469	3841	3567	4003	1038	2797
ENSMUSG00000020063	2435	2357	2132	3097	951	2090
ENSMUSG00000036764	60	43	56	50	12	19
ENSMUSG00000019873	582	625	579	732	179	525
ENSMUSG00000037876	6925	6771	5780	12195	3640	9789
ENSMUSG00000075000	86	85	73	90	24	63
ENSMUSG00000057134	1136	955	1023	982	213	529
ENSMUSG00000037855	169	153	141	177	39	142
ENSMUSG00000037846	278	286	230	255	66	171
ENSMUSG00000019947	3286	3447	2746	2426	582	2072
ENSMUSG00000019944	11	8	7	245	42	202
ENSMUSG00000090622	2	1	2	55	13	32
ENSMUSG00000019942	4608	3816	3962	4792	1133	2872
ENSMUSG00000069601	689	706	536	680	185	672
ENSMUSG00000048701	1910	1829	1693	1786	488	1413
ENSMUSG00000037762	122	94	91	35	7	30
ENSMUSG00000043259	283	286	208	241	103	298
ENSMUSG00000037747	109	134	76	138	36	116
ENSMUSG00000047692	40	42	23	15	4	25
ENSMUSG00000014329	157	158	139	124	26	132
ENSMUSG00000003923	1687	1455	1478	1427	314	820
ENSMUSG00000019927	282	264	237	263	58	174
ENSMUSG00000037710	735	593	686	500	106	266
ENSMUSG00000060733	2469	2283	2155	1592	438	1131
ENSMUSG00000053830	116	102	88	123	25	62
ENSMUSG00000019923	2788	2490	2342	2077	490	1319
ENSMUSG00000052613	2	5	4	13	6	10
ENSMUSG00000040009	43	43	38	56	19	39
ENSMUSG00000020175	14	11	8	16	5	22
ENSMUSG00000009681	801	772	659	708	194	677
ENSMUSG00000033444	2026	1853	1714	1576	372	1114
ENSMUSG00000033416	327	256	291	232	54	140
ENSMUSG00000020180	1127	926	772	922	231	658
ENSMUSG00000006345	124	103	83	367	82	228
ENSMUSG00000006342	899	816	674	734	126	481
ENSMUSG00000020196	2021	1999	1576	1791	429	1975
ENSMUSG00000001666	335	249	286	262	58	138
ENSMUSG00000001665	57	54	49	53	12	40
ENSMUSG00000033318	29	39	19	30	9	14
ENSMUSG00000033307	1886	1494	1406	1495	419	746
ENSMUSG00000009092	72	50	61	93	17	72
ENSMUSG00000000902	1715	1593	1441	1410	360	1252
ENSMUSG00000000901	903	837	745	867	198	606
ENSMUSG00000049422	4130	3400	3759	3448	1022	2242
ENSMUSG00000000903	16	23	16	17	1	12
ENSMUSG00000033255	109	154	116	242	35	150
ENSMUSG00000049764	1500	1552	1343	1545	328	1168
ENSMUSG00000020226	25	23	19	49	7	23
ENSMUSG00000020230	42	40	22	61	13	39
